Year,CIRI Country ID,Country,UN Country ID,UN Region,UN Subregion,Physical Integrity Rights Index,Disappearance,Extrajudicial Killing,Political Imprisonment,Torture,Empowerment Rights Index (Old),Empowerment Rights Index (New),Freedom of Assembly and Association,Freedom of Foreign Movement,Freedom of Domestic Movement,Freedom of Movement (Old),Freedom of Speech,Electoral Self-Determination,Freedom of Religion (Old),Freedom of Religion (New),Employment Rights,Women’s Economic Rights,Women’s Political Rights,Women’s Social Rights,Independence of Judiciary
1997,536,Saint Kitts and Nevis,659,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,,,,,2
1998,536,Saint Kitts and Nevis,659,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,,,,,2
1999,536,Saint Kitts and Nevis,659,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,,,,,2
2000,536,Saint Kitts and Nevis,659,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,,,,,2
2001,536,Saint Kitts and Nevis,659,Latin America and the Caribbean,Caribbean Sea,7,2,2,2,1,7,11,2,2,2,1,1,1,1,2,1,2,2,2,2
2002,536,Saint Kitts and Nevis,659,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,0,,,,2
2003,536,Saint Kitts and Nevis,659,Latin America and the Caribbean,Caribbean Sea,8,2,2,2,2,8,12,2,2,2,1,1,1,1,2,2,2,3,1,2
2004,536,Saint Kitts and Nevis,659,Latin America and the Caribbean,Caribbean Sea,8,2,2,2,2,7,10,1,2,2,1,1,1,1,2,1,2,2,3,2
2005,536,Saint Kitts and Nevis,659,Latin America and the Caribbean,Caribbean Sea,8,2,2,2,2,8,12,2,2,2,1,2,1,1,2,1,2,2,,2
2006,536,Saint Kitts and Nevis,659,Latin America and the Caribbean,Caribbean Sea,8,2,2,2,2,9,13,2,2,2,1,2,1,1,2,2,2,2,,2
2007,536,Saint Kitts and Nevis,659,Latin America and the Caribbean,Caribbean Sea,7,2,1,2,2,,13,2,2,2,,2,1,,2,2,3,1,2,2
2008,536,Saint Kitts and Nevis,659,Latin America and the Caribbean,Caribbean Sea,8,2,2,2,2,,10,2,2,2,,0,1,,2,1,2,1,,2
2009,536,Saint Kitts and Nevis,659,Latin America and the Caribbean,Caribbean Sea,8,2,2,2,2,,11,2,2,2,,1,1,,2,1,3,1,,2
2010,536,Saint Kitts and Nevis,659,Latin America and the Caribbean,Caribbean Sea,8,2,2,2,2,,12,2,2,2,,2,1,,2,1,1,1,,2
2011,536,Saint Kitts and Nevis,659,Latin America and the Caribbean,Caribbean Sea,7,2,2,2,1,,13,2,2,2,,2,1,,2,2,2,2,,2
1981,539,Saint Lucia,662,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,,,,,2
1982,539,Saint Lucia,662,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,,,,,2
1983,539,Saint Lucia,662,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,1,2,,,,,2,,,,,2
1984,539,Saint Lucia,662,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,,,,,2
1985,539,Saint Lucia,662,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,,,,,2
1986,539,Saint Lucia,662,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,,,,,2
1987,539,Saint Lucia,662,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,,,,,2
1988,539,Saint Lucia,662,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,,,,,2
1989,539,Saint Lucia,662,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,,,,,2
1990,539,Saint Lucia,662,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,,,,,2
1991,539,Saint Lucia,662,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,,,,,2
1992,539,Saint Lucia,662,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,,,,,2
1993,539,Saint Lucia,662,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,,,,,2
1994,539,Saint Lucia,662,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,,,,,,2
1995,539,Saint Lucia,662,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,,,,,2
1996,539,Saint Lucia,662,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,,,,,2
1997,539,Saint Lucia,662,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,,,,,2
1998,539,Saint Lucia,662,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,,,,,2
1999,539,Saint Lucia,662,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,,,,,2
2000,539,Saint Lucia,662,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,,,,,2
2001,539,Saint Lucia,662,Latin America and the Caribbean,Caribbean Sea,6,2,1,2,1,10,14,2,2,2,1,2,2,1,2,2,2,2,2,2
2002,539,Saint Lucia,662,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,,,,,2
2003,539,Saint Lucia,662,Latin America and the Caribbean,Caribbean Sea,8,2,2,2,2,10,14,2,2,2,1,2,2,1,2,2,2,2,2,2
2004,539,Saint Lucia,662,Latin America and the Caribbean,Caribbean Sea,7,2,2,2,1,10,14,2,2,2,1,2,2,1,2,2,2,2,-999,2
2005,539,Saint Lucia,662,Latin America and the Caribbean,Caribbean Sea,6,2,2,2,0,10,14,2,2,2,1,2,2,1,2,2,2,2,,2
2006,539,Saint Lucia,662,Latin America and the Caribbean,Caribbean Sea,5,2,1,2,0,10,14,2,2,2,1,2,2,1,2,2,2,2,,2
2007,539,Saint Lucia,662,Latin America and the Caribbean,Caribbean Sea,5,2,1,2,0,,14,2,2,2,,2,2,,2,2,3,2,3,2
2008,539,Saint Lucia,662,Latin America and the Caribbean,Caribbean Sea,5,2,1,2,0,,13,2,2,2,,2,2,,2,1,1,2,,2
2009,539,Saint Lucia,662,Latin America and the Caribbean,Caribbean Sea,5,2,1,2,0,,13,2,2,2,,2,2,,2,1,3,2,,2
2010,539,Saint Lucia,662,Latin America and the Caribbean,Caribbean Sea,6,2,2,2,0,,13,2,2,2,,2,2,,2,1,3,2,,2
2011,539,Saint Lucia,662,Latin America and the Caribbean,Caribbean Sea,6,2,2,2,0,,12,2,2,2,,1,2,,2,1,2,2,,2
1981,542,Saint Vincent and the Grenadines,670,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,,,,,2
1982,542,Saint Vincent and the Grenadines,670,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,,,,,2
1983,542,Saint Vincent and the Grenadines,670,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,,,,,2
1984,542,Saint Vincent and the Grenadines,670,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,,,,,2
1985,542,Saint Vincent and the Grenadines,670,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,,,,,2
1986,542,Saint Vincent and the Grenadines,670,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,,,,,2
1987,542,Saint Vincent and the Grenadines,670,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,,,,,2
1988,542,Saint Vincent and the Grenadines,670,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,,,,,2
1989,542,Saint Vincent and the Grenadines,670,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,,,,,2
1990,542,Saint Vincent and the Grenadines,670,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,,,,,2
1991,542,Saint Vincent and the Grenadines,670,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,,,,,2
1992,542,Saint Vincent and the Grenadines,670,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,,,,,2
1993,542,Saint Vincent and the Grenadines,670,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,,,,,2
1994,542,Saint Vincent and the Grenadines,670,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,,,,,2
1995,542,Saint Vincent and the Grenadines,670,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,,,,,2
1996,542,Saint Vincent and the Grenadines,670,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,,,,,2
1997,542,Saint Vincent and the Grenadines,670,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,,,,,2
1998,542,Saint Vincent and the Grenadines,670,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,,,,,2
1999,542,Saint Vincent and the Grenadines,670,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,,,,,2
2000,542,Saint Vincent and the Grenadines,670,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,,,,,2
2001,542,Saint Vincent and the Grenadines,670,Latin America and the Caribbean,Caribbean Sea,6,2,1,2,1,9,13,2,2,2,1,2,2,1,2,1,2,2,2,2
2002,542,Saint Vincent and the Grenadines,670,Latin America and the Caribbean,Caribbean Sea,,,,,,,,,2,2,,,,,2,,,,,2
2003,542,Saint Vincent and the Grenadines,670,Latin America and the Caribbean,Caribbean Sea,7,2,2,2,1,9,13,2,2,2,1,2,2,1,2,1,2,2,2,2
2004,542,Saint Vincent and the Grenadines,670,Latin America and the Caribbean,Caribbean Sea,5,2,1,2,0,9,13,2,2,2,1,2,2,1,2,1,1,2,3,2
2005,542,Saint Vincent and the Grenadines,670,Latin America and the Caribbean,Caribbean Sea,5,2,2,1,0,9,13,2,2,2,1,2,2,1,2,1,2,2,,2
2006,542,Saint Vincent and the Grenadines,670,Latin America and the Caribbean,Caribbean Sea,7,2,2,2,1,8,12,2,2,2,1,2,1,1,2,1,2,2,,2
2007,542,Saint Vincent and the Grenadines,670,Latin America and the Caribbean,Caribbean Sea,7,2,2,2,1,,13,2,2,2,,2,2,,2,1,3,2,3,1
2008,542,Saint Vincent and the Grenadines,670,Latin America and the Caribbean,Caribbean Sea,7,2,2,2,1,,13,2,2,2,,2,2,,2,1,2,2,,2
2009,542,Saint Vincent and the Grenadines,670,Latin America and the Caribbean,Caribbean Sea,5,2,1,2,0,,13,2,2,2,,2,2,,2,1,3,2,,2
2010,542,Saint Vincent and the Grenadines,670,Latin America and the Caribbean,Caribbean Sea,6,2,2,2,0,,13,2,2,2,,2,2,,2,1,3,2,,2
2011,542,Saint Vincent and the Grenadines,670,Latin America and the Caribbean,Caribbean Sea,6,2,2,2,0,,12,2,2,2,,1,1,,2,2,2,2,,2
1981,545,Samoa,882,Oceania,Polynesia,,,,,,,,,2,2,,,,,2,,,,,2
1982,545,Samoa,882,Oceania,Polynesia,,,,,,,,,2,2,,,,,2,,,,,2
1983,545,Samoa,882,Oceania,Polynesia,,,,,,,,,2,2,,,,,2,,,,,2
1984,545,Samoa,882,Oceania,Polynesia,,,,,,,,,2,2,,,,,2,,,,,2
1985,545,Samoa,882,Oceania,Polynesia,,,,,,,,,2,2,,,,,2,,,,,2
1986,545,Samoa,882,Oceania,Polynesia,,,,,,,,,2,2,,,,,2,,,,,2
1987,545,Samoa,882,Oceania,Polynesia,,,,,,,,,2,2,,,,,2,,,,,2
1988,545,Samoa,882,Oceania,Polynesia,,,,,,,,,2,2,,,,,2,,,,,2
1989,545,Samoa,882,Oceania,Polynesia,,,,,,,,,2,2,,,,,2,,,,,2
1990,545,Samoa,882,Oceania,Polynesia,,,,,,,,,2,2,,,,,,,,,,2
1991,545,Samoa,882,Oceania,Polynesia,,,,,,,,,2,1,,,,,2,,,,,2
1992,545,Samoa,882,Oceania,Polynesia,,,,,,,,,2,1,,,,,2,,,,,2
1993,545,Samoa,882,Oceania,Polynesia,,,,,,,,,2,1,,,,,,,,,,2
1994,545,Samoa,882,Oceania,Polynesia,,,,,,,,,1,1,,,,,2,,,,,2
1995,545,Samoa,882,Oceania,Polynesia,,,,,,,,,2,2,,,,,2,,,,,2
1996,545,Samoa,882,Oceania,Polynesia,,,,,,,,,2,2,,,,,2,,,,,2
1997,545,Samoa,882,Oceania,Polynesia,,,,,,,,,2,2,,,,,2,,,,,2
1998,545,Samoa,882,Oceania,Polynesia,,,,,,,,,2,2,,,,,1,,,,,2
1999,545,Samoa,882,Oceania,Polynesia,,,,,,,,,2,2,,,,,2,,,,,2
2000,545,Samoa,882,Oceania,Polynesia,,,,,,,,,2,2,,,,,2,,,,,2
2001,545,Samoa,882,Oceania,Polynesia,8,2,2,2,2,8,12,2,2,2,1,2,1,1,2,1,2,1,2,2
2002,545,Samoa,882,Oceania,Polynesia,,,,,,,,,2,2,,,,,2,,,,,2
2003,545,Samoa,882,Oceania,Polynesia,8,2,2,2,2,9,13,2,2,2,1,2,1,1,2,2,2,2,1,2
2004,545,Samoa,882,Oceania,Polynesia,8,2,2,2,2,8,14,2,2,2,0,2,2,1,2,2,1,2,2,2
2005,545,Samoa,882,Oceania,Polynesia,8,2,2,2,2,9,13,2,2,2,1,2,1,1,2,2,1,2,,2
2006,545,Samoa,882,Oceania,Polynesia,8,2,2,2,2,10,14,2,2,2,1,2,2,1,2,2,2,2,,2
2007,545,Samoa,882,Oceania,Polynesia,7,2,2,2,1,,12,2,1,2,,2,1,,2,2,2,2,2,2
2008,545,Samoa,882,Oceania,Polynesia,8,2,2,2,2,,10,2,1,2,,1,1,,2,1,2,1,,2
2009,545,Samoa,882,Oceania,Polynesia,7,2,2,2,1,,10,2,1,2,,1,1,,2,1,2,2,,2
2010,545,Samoa,882,Oceania,Polynesia,7,2,2,2,1,,11,2,1,2,,1,2,,2,1,2,2,,2
2011,545,Samoa,882,Oceania,Polynesia,7,2,2,2,1,,11,2,1,2,,1,1,,2,2,2,1,,2
1981,548,San Marino,674,Europe,Southern Europe,,,,,,,,,-999,-999,,,,,,,,,,-999
1982,548,San Marino,674,Europe,Southern Europe,,,,,,,,,-999,-999,,,,,,,,,,-999
1983,548,San Marino,674,Europe,Southern Europe,,,,,,,,,-999,-999,,,,,,,,,,-999
1984,548,San Marino,674,Europe,Southern Europe,,,,,,,,,-999,-999,,,,,,,,,,-999
1985,548,San Marino,674,Europe,Southern Europe,,,,,,,,,-999,-999,,,,,,,,,,-999
1986,548,San Marino,674,Europe,Southern Europe,,,,,,,,,-999,-999,,,,,,,,,,-999
1987,548,San Marino,674,Europe,Southern Europe,,,,,,,,,-999,-999,,,,,,,,,,-999
1988,548,San Marino,674,Europe,Southern Europe,,,,,,,,,-999,-999,,,,,,,,,,-999
1989,548,San Marino,674,Europe,Southern Europe,,,,,,,,,-999,-999,,,,,,,,,,-999
1990,548,San Marino,674,Europe,Southern Europe,,,,,,,,,-999,-999,,,,,,,,,,-999
1991,548,San Marino,674,Europe,Southern Europe,,,,,,,,,-999,-999,,,,,,,,,,-999
1992,548,San Marino,674,Europe,Southern Europe,,,,,,,,,2,2,,,,,2,,,,,2
1993,548,San Marino,674,Europe,Southern Europe,,,,,,,,,2,2,,,,,2,,,,,2
1994,548,San Marino,674,Europe,Southern Europe,,,,,,,,,2,2,,,,,2,,,,,2
1995,548,San Marino,674,Europe,Southern Europe,,,,,,,,,2,2,,,,,2,,,,,2
1996,548,San Marino,674,Europe,Southern Europe,,,,,,,,,2,2,,,,,2,,,,,2
1997,548,San Marino,674,Europe,Southern Europe,,,,,,,,,2,2,,,,,2,,,,,2
1998,548,San Marino,674,Europe,Southern Europe,,,,,,,,,2,2,,,,,2,,,,,2
1999,548,San Marino,674,Europe,Southern Europe,,,,,,,,,2,2,,,,,2,,,,,2
2000,548,San Marino,674,Europe,Southern Europe,,,,,,,,,2,2,,,,,2,,,,,2
2001,548,San Marino,674,Europe,Southern Europe,8,2,2,2,2,10,14,2,2,2,1,2,2,1,2,2,3,1,1,2
2002,548,San Marino,674,Europe,Southern Europe,,,,,,,,,2,2,,,,,2,,,,,2
2003,548,San Marino,674,Europe,Southern Europe,8,2,2,2,2,10,14,2,2,2,1,2,2,1,2,2,3,1,1,2
2004,548,San Marino,674,Europe,Southern Europe,8,2,2,2,2,10,14,2,2,2,1,2,2,1,2,2,2,2,2,2
2005,548,San Marino,674,Europe,Southern Europe,8,2,2,2,2,10,14,2,2,2,1,2,2,1,2,2,3,2,,2
2006,548,San Marino,674,Europe,Southern Europe,8,2,2,2,2,10,14,2,2,2,1,2,2,1,2,2,3,2,,2
2007,548,San Marino,674,Europe,Southern Europe,8,2,2,2,2,,13,2,2,2,,2,1,,2,2,3,2,3,2
2008,548,San Marino,674,Europe,Southern Europe,8,2,2,2,2,,14,2,2,2,,2,2,,2,2,3,2,,2
2009,548,San Marino,674,Europe,Southern Europe,8,2,2,2,2,,14,2,2,2,,2,2,,2,2,3,2,,2
2010,548,San Marino,674,Europe,Southern Europe,8,2,2,2,2,,13,2,2,2,,2,2,,2,1,3,2,,2
2011,548,San Marino,674,Europe,Southern Europe,8,2,2,2,2,,14,2,2,2,,2,2,,2,2,3,2,,2
1981,551,Sao Tome and Principe,678,Africa,Middle Africa,,,,,,,,,2,2,,,,,2,,,,,-999
1982,551,Sao Tome and Principe,678,Africa,Middle Africa,,,,,,,,,1,2,,,,,2,,,,,-999
1983,551,Sao Tome and Principe,678,Africa,Middle Africa,,,,,,,,,1,2,,,,,2,,,,,-999
1984,551,Sao Tome and Principe,678,Africa,Middle Africa,,,,,,,,,1,2,,,,,2,,,,,-999
1985,551,Sao Tome and Principe,678,Africa,Middle Africa,,,,,,,,,1,2,,,,,2,,,,,-999
1986,551,Sao Tome and Principe,678,Africa,Middle Africa,,,,,,,,,1,2,,,,,2,,,,,1
1987,551,Sao Tome and Principe,678,Africa,Middle Africa,,,,,,,,,1,2,,,,,2,,,,,1
1988,551,Sao Tome and Principe,678,Africa,Middle Africa,,,,,,,,,1,2,,,,,2,,,,,1
1989,551,Sao Tome and Principe,678,Africa,Middle Africa,,,,,,,,,2,2,,,,,2,,,,,1
1990,551,Sao Tome and Principe,678,Africa,Middle Africa,,,,,,,,,2,2,,,,,2,,,,,1
1991,551,Sao Tome and Principe,678,Africa,Middle Africa,,,,,,,,,2,2,,,,,2,,,,,1
1992,551,Sao Tome and Principe,678,Africa,Middle Africa,,,,,,,,,2,2,,,,,2,,,,,1
1993,551,Sao Tome and Principe,678,Africa,Middle Africa,,,,,,,,,2,2,,,,,2,,,,,2
1994,551,Sao Tome and Principe,678,Africa,Middle Africa,,,,,,,,,2,2,,,,,2,,,,,2
1995,551,Sao Tome and Principe,678,Africa,Middle Africa,,,,,,,,,2,2,,,,,2,,,,,1
1996,551,Sao Tome and Principe,678,Africa,Middle Africa,,,,,,,,,2,2,,,,,2,,,,,1
1997,551,Sao Tome and Principe,678,Africa,Middle Africa,,,,,,,,,2,2,,,,,2,,,,,1
1998,551,Sao Tome and Principe,678,Africa,Middle Africa,,,,,,,,,2,2,,,,,2,,,,,1
1999,551,Sao Tome and Principe,678,Africa,Middle Africa,,,,,,,,,2,2,,,,,2,,,,,1
2000,551,Sao Tome and Principe,678,Africa,Middle Africa,,,,,,,,,2,2,,,,,2,,,,,1
2001,551,Sao Tome and Principe,678,Africa,Middle Africa,8,2,2,2,2,9,13,2,2,2,1,2,2,1,2,1,1,2,1,1
2002,551,Sao Tome and Principe,678,Africa,Middle Africa,,,,,,,,,2,2,,,,,2,,,,,1
2003,551,Sao Tome and Principe,678,Africa,Middle Africa,7,2,2,2,1,9,12,1,2,2,1,2,2,1,2,1,2,3,2,1
2004,551,Sao Tome and Principe,678,Africa,Middle Africa,8,2,2,2,2,9,13,2,2,2,1,2,2,1,2,1,1,2,1,1
2005,551,Sao Tome and Principe,678,Africa,Middle Africa,8,2,2,2,2,9,13,2,2,2,1,2,2,1,2,1,1,2,,1
2006,551,Sao Tome and Principe,678,Africa,Middle Africa,6,2,1,2,1,9,13,2,2,2,1,2,2,1,2,1,1,2,,1
2007,551,Sao Tome and Principe,678,Africa,Middle Africa,8,2,2,2,2,,13,2,2,2,,2,2,,2,1,1,2,1,1
2008,551,Sao Tome and Principe,678,Africa,Middle Africa,8,2,2,2,2,,12,2,2,2,,1,2,,2,1,1,3,,1
2009,551,Sao Tome and Principe,678,Africa,Middle Africa,8,2,2,2,2,,12,2,2,2,,1,2,,2,1,1,2,,1
2010,551,Sao Tome and Principe,678,Africa,Middle Africa,8,2,2,2,2,,12,2,2,2,,1,2,,2,1,1,2,,1
2011,551,Sao Tome and Principe,678,Africa,Middle Africa,8,2,2,2,2,,13,2,2,2,,2,2,,2,1,2,2,,1
1981,554,Saudi Arabia,682,Asia,Western Asia,,2,2,-999,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1982,554,Saudi Arabia,682,Asia,Western Asia,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1983,554,Saudi Arabia,682,Asia,Western Asia,4,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1
1984,554,Saudi Arabia,682,Asia,Western Asia,4,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1
1985,554,Saudi Arabia,682,Asia,Western Asia,4,2,2,0,0,1,3,0,0,2,0,1,0,0,0,0,0,0,0,1
1986,554,Saudi Arabia,682,Asia,Western Asia,4,2,2,0,0,1,3,0,0,2,0,1,0,0,0,0,0,0,0,1
1987,554,Saudi Arabia,682,Asia,Western Asia,4,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1
1988,554,Saudi Arabia,682,Asia,Western Asia,5,2,2,1,0,1,3,0,0,2,0,1,0,0,0,0,0,0,0,1
1989,554,Saudi Arabia,682,Asia,Western Asia,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1990,554,Saudi Arabia,682,Asia,Western Asia,4,2,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1991,554,Saudi Arabia,682,Asia,Western Asia,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1992,554,Saudi Arabia,682,Asia,Western Asia,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1993,554,Saudi Arabia,682,Asia,Western Asia,4,2,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1994,554,Saudi Arabia,682,Asia,Western Asia,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1995,554,Saudi Arabia,682,Asia,Western Asia,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1996,554,Saudi Arabia,682,Asia,Western Asia,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1997,554,Saudi Arabia,682,Asia,Western Asia,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1998,554,Saudi Arabia,682,Asia,Western Asia,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1999,554,Saudi Arabia,682,Asia,Western Asia,5,2,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2000,554,Saudi Arabia,682,Asia,Western Asia,5,2,2,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1
2001,554,Saudi Arabia,682,Asia,Western Asia,5,2,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2002,554,Saudi Arabia,682,Asia,Western Asia,5,2,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2003,554,Saudi Arabia,682,Asia,Western Asia,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,554,Saudi Arabia,682,Asia,Western Asia,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2005,554,Saudi Arabia,682,Asia,Western Asia,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
2006,554,Saudi Arabia,682,Asia,Western Asia,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
2007,554,Saudi Arabia,682,Asia,Western Asia,3,2,1,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0
2008,554,Saudi Arabia,682,Asia,Western Asia,3,2,1,0,0,,0,0,0,0,,0,0,,0,0,1,0,,0
2009,554,Saudi Arabia,682,Asia,Western Asia,2,1,1,0,0,,0,0,0,0,,0,0,,0,0,0,1,,0
2010,554,Saudi Arabia,682,Asia,Western Asia,3,2,1,0,0,,0,0,0,0,,0,0,,0,0,0,1,,0
2011,554,Saudi Arabia,682,Asia,Western Asia,1,0,1,0,0,,0,0,0,0,,0,0,,0,0,0,1,,0
1981,557,Senegal,686,Africa,Western Africa,8,2,2,2,2,10,14,2,2,2,1,2,2,1,2,2,1,1,1,2
1982,557,Senegal,686,Africa,Western Africa,7,2,2,2,1,10,14,2,2,2,1,2,2,1,2,2,1,2,1,2
1983,557,Senegal,686,Africa,Western Africa,7,2,2,2,1,10,14,2,2,2,1,2,2,1,2,2,1,2,1,2
1984,557,Senegal,686,Africa,Western Africa,6,2,2,1,1,9,13,2,2,2,1,1,2,1,2,2,2,2,2,2
1985,557,Senegal,686,Africa,Western Africa,4,2,1,1,0,8,11,1,2,2,1,1,2,1,2,1,2,2,2,2
1986,557,Senegal,686,Africa,Western Africa,4,2,1,1,0,8,11,1,2,2,1,1,2,1,2,1,2,2,2,2
1987,557,Senegal,686,Africa,Western Africa,4,2,2,0,0,9,12,1,2,2,1,1,2,1,2,2,2,2,2,1
1988,557,Senegal,686,Africa,Western Africa,5,2,1,1,1,9,12,1,2,2,1,1,2,1,2,2,2,2,2,2
1989,557,Senegal,686,Africa,Western Africa,5,2,1,1,1,9,12,1,2,2,1,1,2,1,2,2,1,2,1,2
1990,557,Senegal,686,Africa,Western Africa,3,2,0,1,0,8,11,1,2,2,1,1,1,1,2,2,1,2,1,1
1991,557,Senegal,686,Africa,Western Africa,5,2,1,1,1,9,12,1,2,2,1,1,2,1,2,2,1,2,1,2
1992,557,Senegal,686,Africa,Western Africa,2,1,0,0,1,9,11,1,2,2,1,1,2,1,1,2,1,2,1,2
1993,557,Senegal,686,Africa,Western Africa,3,1,1,1,0,8,10,1,2,2,1,1,1,1,1,2,2,2,2,1
1994,557,Senegal,686,Africa,Western Africa,2,0,1,0,1,9,10,0,2,2,1,1,2,1,1,2,1,2,1,1
1995,557,Senegal,686,Africa,Western Africa,2,1,1,0,0,9,12,2,1,2,1,1,2,1,2,2,1,2,1,1
1996,557,Senegal,686,Africa,Western Africa,4,2,2,0,0,7,10,2,1,2,1,1,1,1,2,1,1,2,1,1
1997,557,Senegal,686,Africa,Western Africa,2,1,1,0,0,9,11,1,1,2,1,1,2,1,2,2,1,2,1,1
1998,557,Senegal,686,Africa,Western Africa,1,1,0,0,0,7,9,1,1,2,1,1,1,1,2,1,1,2,1,1
1999,557,Senegal,686,Africa,Western Africa,2,1,1,0,0,7,8,1,1,1,1,1,1,1,2,1,1,2,1,1
2000,557,Senegal,686,Africa,Western Africa,4,1,1,1,1,9,11,1,1,2,1,1,2,1,2,2,1,2,1,1
2001,557,Senegal,686,Africa,Western Africa,4,2,1,1,0,8,10,1,1,2,1,1,2,1,2,1,1,2,1,1
2002,557,Senegal,686,Africa,Western Africa,5,2,1,2,0,8,11,2,1,2,1,1,2,1,2,1,1,2,1,1
